record_id,country_code,country_name,region,income_level,date,year,month,week,latitude,longitude,population_millions,temperature_celsius,temp_anomaly_celsius,precipitation_mm,heat_wave_days,drought_indicator,flood_indicator,extreme_weather_events,pm25_ugm3,air_quality_index,respiratory_disease_rate,cardio_mortality_rate,vector_disease_risk_score,waterborne_disease_incidents,heat_related_admissions,healthcare_access_index,gdp_per_capita_usd,mental_health_index,food_security_index
11076,ITA,Italy,Europe,High,2021-11-21,2021,11,46,41.87,12.56,60,-4.81,-0.34,78.2,0,0,0,0,17.9,36.0,49.1,40.4,6.7,22.2,0.0,87.2,47024.0,74.4,100.0
11077,ITA,Italy,Europe,High,2021-11-28,2021,11,47,41.87,12.56,60,-3.31,-0.51,43.2,0,0,0,0,34.1,81.0,74.5,23.9,7.2,15.6,0.0,85.4,47024.0,75.0,100.0
11078,ITA,Italy,Europe,High,2021-12-05,2021,12,48,41.87,12.56,60,-3.11,0.11,69.6,0,0,0,0,62.1,97.0,75.7,29.2,5.4,13.7,0.0,91.4,47093.0,74.2,91.0
11079,ITA,Italy,Europe,High,2021-12-12,2021,12,49,41.87,12.56,60,-2.15,-0.4,89.6,0,0,0,0,49.4,82.0,66.6,24.7,4.3,18.0,0.0,91.6,47093.0,67.2,98.6
11080,ITA,Italy,Europe,High,2021-12-19,2021,12,50,41.87,12.56,60,-1.15,0.24,135.4,0,0,0,0,52.0,104.0,71.6,33.5,11.4,14.0,0.0,88.8,47093.0,75.0,99.8
11081,ITA,Italy,Europe,High,2021-12-26,2021,12,51,41.87,12.56,60,-0.2,-0.05,62.2,0,0,0,0,51.5,70.0,70.8,30.9,9.1,17.2,3.6,90.1,47093.0,73.3,100.0
11082,ITA,Italy,Europe,High,2022-01-02,2022,1,52,41.87,12.56,60,-0.14,-0.3,86.1,0,0,0,0,60.3,76.0,75.1,27.3,7.9,18.9,6.7,85.5,47162.0,78.6,96.6
11083,ITA,Italy,Europe,High,2022-01-09,2022,1,1,41.87,12.56,60,2.43,0.51,81.7,0,0,0,0,45.9,54.0,56.2,32.0,9.7,13.9,9.4,87.0,47162.0,70.4,100.0
11084,ITA,Italy,Europe,High,2022-01-16,2022,1,2,41.87,12.56,60,2.98,0.02,95.6,0,0,0,0,70.1,74.0,86.5,28.4,2.4,29.5,6.2,88.6,47162.0,74.0,100.0
11085,ITA,Italy,Europe,High,2022-01-23,2022,1,3,41.87,12.56,60,2.1,0.76,165.8,0,0,0,0,11.1,-2.0,64.1,26.8,1.5,19.2,6.0,89.1,47162.0,67.6,100.0
11086,ITA,Italy,Europe,High,2022-01-30,2022,1,4,41.87,12.56,60,4.62,0.74,88.2,0,0,0,0,65.5,113.0,62.3,38.3,5.0,17.8,13.5,90.7,47162.0,79.7,100.0
11087,ITA,Italy,Europe,High,2022-02-06,2022,2,5,41.87,12.56,60,3.17,0.31,95.9,0,0,0,0,43.4,86.0,62.2,29.5,11.4,21.5,8.5,87.7,47231.0,70.6,98.6
11088,ITA,Italy,Europe,High,2022-02-13,2022,2,6,41.87,12.56,60,8.03,0.06,132.1,1,0,0,1,25.5,50.0,64.1,30.5,11.9,20.0,34.7,82.5,47231.0,75.3,100.0
11089,ITA,Italy,Europe,High,2022-02-20,2022,2,7,41.87,12.56,60,8.71,-0.51,76.4,0,0,0,0,84.6,107.0,62.0,24.3,8.0,15.7,17.2,90.5,47231.0,73.7,100.0
11090,ITA,Italy,Europe,High,2022-02-27,2022,2,8,41.87,12.56,60,6.44,-0.26,116.0,3,0,0,3,40.3,51.0,56.0,35.2,2.7,18.6,38.6,87.7,47231.0,75.6,100.0
11091,ITA,Italy,Europe,High,2022-03-06,2022,3,9,41.87,12.56,60,6.33,0.4,110.5,0,0,0,0,15.0,35.0,44.6,22.8,11.3,18.8,12.6,88.5,47300.0,67.4,100.0
11092,ITA,Italy,Europe,High,2022-03-13,2022,3,10,41.87,12.56,60,9.2,-0.11,99.2,2,0,0,2,48.7,65.0,57.8,38.2,5.7,20.3,35.1,90.6,47300.0,72.0,100.0
11093,ITA,Italy,Europe,High,2022-03-20,2022,3,11,41.87,12.56,60,4.58,0.42,74.0,0,0,0,0,60.9,87.0,63.5,31.8,7.7,16.4,7.0,87.4,47300.0,79.8,93.6
11094,ITA,Italy,Europe,High,2022-03-27,2022,3,12,41.87,12.56,60,8.15,0.09,110.7,1,0,0,1,38.7,33.0,43.5,30.5,2.2,10.3,25.5,87.4,47300.0,71.1,98.8
11095,ITA,Italy,Europe,High,2022-04-03,2022,4,13,41.87,12.56,60,7.47,0.09,148.6,0,0,0,0,19.8,25.0,54.4,24.7,0.2,31.1,18.5,84.8,47368.0,74.1,100.0
11096,ITA,Italy,Europe,High,2022-04-10,2022,4,14,41.87,12.56,60,6.32,-0.07,142.7,1,0,0,1,57.4,98.0,63.7,34.4,7.9,12.3,23.2,87.4,47368.0,56.1,100.0
11097,ITA,Italy,Europe,High,2022-04-17,2022,4,15,41.87,12.56,60,8.88,-0.02,112.9,0,0,0,0,93.8,131.0,72.5,34.9,6.3,7.0,21.8,88.3,47368.0,70.1,99.1
11098,ITA,Italy,Europe,High,2022-04-24,2022,4,16,41.87,12.56,60,7.15,-0.03,132.4,0,0,0,0,26.7,64.0,64.9,31.1,9.1,15.3,12.2,87.1,47368.0,81.6,100.0
11099,ITA,Italy,Europe,High,2022-05-01,2022,5,17,41.87,12.56,60,7.64,-0.13,66.5,0,0,0,0,42.4,72.0,47.0,32.0,8.6,16.2,11.6,88.7,47437.0,70.9,98.6
11100,ITA,Italy,Europe,High,2022-05-08,2022,5,18,41.87,12.56,60,7.0,0.56,107.4,0,0,0,0,50.3,72.0,59.1,25.5,2.8,27.5,5.9,84.0,47437.0,72.7,100.0
11101,ITA,Italy,Europe,High,2022-05-15,2022,5,19,41.87,12.56,60,8.49,-0.02,59.6,0,0,0,0,104.4,137.0,92.1,31.3,3.1,16.4,21.7,84.9,47437.0,66.3,91.9
11102,ITA,Italy,Europe,High,2022-05-22,2022,5,20,41.87,12.56,60,3.98,-0.53,118.1,0,0,0,0,103.8,161.0,88.9,26.7,3.6,22.2,9.8,88.5,47437.0,64.2,100.0
11103,ITA,Italy,Europe,High,2022-05-29,2022,5,21,41.87,12.56,60,7.07,0.24,86.1,0,0,0,0,37.1,28.0,65.1,30.8,5.6,20.5,4.2,90.5,47437.0,72.7,100.0
11104,ITA,Italy,Europe,High,2022-06-05,2022,6,22,41.87,12.56,60,3.2,0.34,99.5,0,0,0,0,18.8,-24.0,51.9,32.6,5.6,13.1,11.9,92.5,47506.0,76.7,98.6
11105,ITA,Italy,Europe,High,2022-06-12,2022,6,23,41.87,12.56,60,2.27,-0.62,98.7,0,0,0,0,19.5,13.0,54.0,26.2,7.1,23.8,5.7,84.4,47506.0,55.7,100.0
11106,ITA,Italy,Europe,High,2022-06-19,2022,6,24,41.87,12.56,60,2.66,0.09,87.5,0,0,0,0,26.8,42.0,70.2,39.4,4.0,16.8,2.3,87.6,47506.0,69.0,100.0
11107,ITA,Italy,Europe,High,2022-06-26,2022,6,25,41.87,12.56,60,-0.8,-0.6,59.4,0,0,0,0,46.0,91.0,58.1,27.3,0.0,6.1,0.0,84.5,47506.0,79.9,100.0
11108,ITA,Italy,Europe,High,2022-07-03,2022,7,26,41.87,12.56,60,-1.39,-0.06,123.0,0,0,0,0,40.5,64.0,75.8,33.3,7.7,4.8,0.0,89.1,47575.0,82.6,96.8
11109,ITA,Italy,Europe,High,2022-07-10,2022,7,27,41.87,12.56,60,-2.64,0.39,137.5,0,0,0,0,39.8,103.0,72.5,24.7,0.0,4.1,0.0,86.9,47575.0,67.0,100.0
11110,ITA,Italy,Europe,High,2022-07-17,2022,7,28,41.87,12.56,60,0.74,-0.69,92.2,0,0,0,0,51.0,94.0,71.1,35.1,2.0,20.9,5.0,87.5,47575.0,67.1,100.0
11111,ITA,Italy,Europe,High,2022-07-24,2022,7,29,41.87,12.56,60,-1.09,0.12,73.7,0,0,0,0,1.7,39.0,49.6,25.1,4.9,15.6,0.0,85.4,47575.0,72.0,93.9
11112,ITA,Italy,Europe,High,2022-07-31,2022,7,30,41.87,12.56,60,-3.34,1.02,0.0,0,0,0,0,96.7,130.0,76.6,38.4,6.4,13.5,0.0,91.9,47575.0,70.3,95.6
11113,ITA,Italy,Europe,High,2022-08-07,2022,8,31,41.87,12.56,60,-8.92,-0.13,83.2,0,0,0,0,61.4,89.0,53.5,24.5,1.7,8.2,0.0,81.9,47644.0,80.2,97.7
11114,ITA,Italy,Europe,High,2022-08-14,2022,8,32,41.87,12.56,60,-5.09,0.18,81.2,0,0,0,0,49.8,77.0,54.2,30.0,8.2,26.0,0.0,89.2,47644.0,72.1,100.0
11115,ITA,Italy,Europe,High,2022-08-21,2022,8,33,41.87,12.56,60,-9.25,0.59,105.3,0,0,0,0,35.4,59.0,50.0,39.6,4.0,13.2,0.0,85.2,47644.0,67.5,97.8
11116,ITA,Italy,Europe,High,2022-08-28,2022,8,34,41.87,12.56,60,-10.44,-0.42,88.3,0,0,0,0,65.5,97.0,69.0,20.9,8.1,14.6,0.0,92.8,47644.0,68.0,97.6
11117,ITA,Italy,Europe,High,2022-09-04,2022,9,35,41.87,12.56,60,-7.28,0.58,56.8,0,0,0,0,29.8,62.0,48.6,29.9,1.8,16.6,0.0,87.2,47713.0,64.1,97.3
11118,ITA,Italy,Europe,High,2022-09-11,2022,9,36,41.87,12.56,60,-5.36,-0.32,66.3,0,0,0,0,27.2,48.0,70.3,34.1,5.1,17.7,0.0,86.2,47713.0,76.0,97.2
11119,ITA,Italy,Europe,High,2022-09-18,2022,9,37,41.87,12.56,60,-6.69,-0.54,44.1,0,0,0,0,94.1,158.0,74.1,33.8,6.0,24.9,0.0,88.1,47713.0,76.0,100.0
11120,ITA,Italy,Europe,High,2022-09-25,2022,9,38,41.87,12.56,60,-8.54,-0.69,56.8,0,0,0,0,77.4,94.0,81.8,26.6,5.2,19.4,0.0,87.3,47713.0,70.0,100.0
11121,ITA,Italy,Europe,High,2022-10-02,2022,10,39,41.87,12.56,60,-10.03,-0.19,35.0,0,0,0,0,61.0,126.0,60.7,33.0,8.4,20.3,0.0,92.0,47782.0,70.9,100.0
11122,ITA,Italy,Europe,High,2022-10-09,2022,10,40,41.87,12.56,60,-9.5,0.72,59.3,0,0,0,0,90.2,126.0,72.0,34.9,2.8,13.5,0.0,83.9,47782.0,72.4,100.0
11123,ITA,Italy,Europe,High,2022-10-16,2022,10,41,41.87,12.56,60,-7.92,0.75,70.9,0,0,0,0,68.0,134.0,54.5,37.9,5.8,12.9,0.0,91.6,47782.0,71.9,97.5
11124,ITA,Italy,Europe,High,2022-10-23,2022,10,42,41.87,12.56,60,-6.69,0.35,0.0,0,0,0,0,68.5,130.0,70.9,31.5,9.2,19.1,0.0,85.8,47782.0,76.3,98.7
11125,ITA,Italy,Europe,High,2022-10-30,2022,10,43,41.87,12.56,60,-6.25,0.65,67.5,0,0,0,0,14.5,40.0,51.7,23.5,7.1,19.8,0.0,84.5,47782.0,75.5,100.0
11126,ITA,Italy,Europe,High,2022-11-06,2022,11,44,41.87,12.56,60,-7.19,-0.35,19.9,0,0,0,0,64.1,132.0,65.9,25.7,3.0,11.0,0.0,90.2,47850.0,69.5,93.1
11127,ITA,Italy,Europe,High,2022-11-13,2022,11,45,41.87,12.56,60,-2.27,0.91,43.1,0,0,0,0,62.3,86.0,42.1,37.1,3.0,29.4,0.0,89.6,47850.0,72.8,100.0
11128,ITA,Italy,Europe,High,2022-11-20,2022,11,46,41.87,12.56,60,-5.66,0.57,71.2,0,0,0,0,46.0,48.0,69.0,39.4,8.1,22.8,0.0,88.1,47850.0,75.3,88.9
11129,ITA,Italy,Europe,High,2022-11-27,2022,11,47,41.87,12.56,60,-2.9,0.16,0.0,0,0,0,0,54.1,70.0,82.3,31.8,6.5,23.8,0.0,85.5,47850.0,66.8,98.8
11130,ITA,Italy,Europe,High,2022-12-04,2022,12,48,41.87,12.56,60,1.53,0.45,91.8,0,0,0,0,30.9,44.0,75.5,28.3,3.0,18.2,0.0,86.4,47919.0,66.4,100.0
11131,ITA,Italy,Europe,High,2022-12-11,2022,12,49,41.87,12.56,60,-1.15,-0.16,117.9,0,0,0,0,110.2,178.0,98.2,19.4,1.9,23.9,0.0,85.0,47919.0,68.8,100.0
11132,ITA,Italy,Europe,High,2022-12-18,2022,12,50,41.87,12.56,60,-1.08,1.28,104.1,0,0,0,0,86.9,139.0,60.7,29.0,0.0,27.9,0.0,88.7,47919.0,75.8,98.6
11133,ITA,Italy,Europe,High,2022-12-25,2022,12,51,41.87,12.56,60,-0.73,0.17,51.6,0,0,0,0,6.3,14.0,50.5,28.4,1.3,14.5,6.0,78.9,47919.0,66.8,100.0
11134,ITA,Italy,Europe,High,2023-01-01,2023,1,52,41.87,12.56,60,-2.01,0.65,80.1,0,0,0,0,12.8,30.0,58.2,33.6,1.0,15.9,0.0,93.9,47988.0,66.7,100.0
11135,ITA,Italy,Europe,High,2023-01-08,2023,1,1,41.87,12.56,60,1.26,0.38,42.5,0,0,0,0,56.6,106.0,56.8,30.2,9.8,10.2,5.2,88.2,47988.0,69.5,97.3
11136,ITA,Italy,Europe,High,2023-01-15,2023,1,2,41.87,12.56,60,2.99,0.08,135.6,0,0,0,0,9.3,-3.0,58.7,32.1,4.2,18.0,13.7,83.3,47988.0,71.1,100.0
11137,ITA,Italy,Europe,High,2023-01-22,2023,1,3,41.87,12.56,60,8.73,-0.72,114.8,0,0,0,0,17.7,9.0,66.5,30.1,1.8,15.7,19.9,87.1,47988.0,74.8,100.0
11138,ITA,Italy,Europe,High,2023-01-29,2023,1,4,41.87,12.56,60,8.08,0.76,70.6,1,0,0,1,46.8,101.0,70.1,35.4,3.8,12.0,24.0,85.1,47988.0,68.8,93.9
11139,ITA,Italy,Europe,High,2023-02-05,2023,2,5,41.87,12.56,60,6.59,-0.43,97.4,1,0,0,1,52.1,73.0,67.8,38.0,3.1,17.3,22.0,80.6,48057.0,68.8,100.0
11140,ITA,Italy,Europe,High,2023-02-12,2023,2,6,41.87,12.56,60,4.49,0.52,79.9,0,0,0,0,23.8,30.0,71.9,33.7,4.6,11.6,10.3,86.5,48057.0,63.0,90.6
11141,ITA,Italy,Europe,High,2023-02-19,2023,2,7,41.87,12.56,60,1.39,0.02,143.6,0,0,0,0,70.4,119.0,81.1,28.5,2.7,19.9,7.0,83.8,48057.0,72.0,100.0
11142,ITA,Italy,Europe,High,2023-02-26,2023,2,8,41.87,12.56,60,2.67,0.18,150.0,0,0,0,0,41.7,54.0,58.3,35.4,8.3,6.2,4.4,86.9,48057.0,65.8,99.6
11143,ITA,Italy,Europe,High,2023-03-05,2023,3,9,41.87,12.56,60,4.54,0.29,100.8,0,0,0,0,45.0,58.0,84.3,30.6,6.2,18.9,9.4,83.7,48126.0,72.1,100.0
11144,ITA,Italy,Europe,High,2023-03-12,2023,3,10,41.87,12.56,60,7.62,0.97,173.5,1,0,0,1,13.1,26.0,63.8,37.1,6.5,19.4,12.2,85.4,48126.0,64.7,89.2
11145,ITA,Italy,Europe,High,2023-03-19,2023,3,11,41.87,12.56,60,7.37,-0.49,107.4,0,0,0,0,48.2,69.0,65.6,33.7,8.6,10.6,20.8,84.3,48126.0,61.1,98.0
11146,ITA,Italy,Europe,High,2023-03-26,2023,3,12,41.87,12.56,60,8.25,-0.56,117.5,0,0,0,0,20.4,19.0,57.5,33.8,6.0,15.3,22.2,85.9,48126.0,71.8,89.2
11147,ITA,Italy,Europe,High,2023-04-02,2023,4,13,41.87,12.56,60,6.94,-0.03,110.7,1,0,0,1,30.3,60.0,77.7,31.1,5.0,23.7,13.6,87.1,48195.0,64.8,100.0
11148,ITA,Italy,Europe,High,2023-04-09,2023,4,14,41.87,12.56,60,9.2,-0.06,125.5,2,0,0,2,31.7,76.0,69.2,33.3,3.4,16.9,45.4,86.9,48195.0,71.0,100.0
11149,ITA,Italy,Europe,High,2023-04-16,2023,4,15,41.87,12.56,60,8.38,0.54,133.3,0,0,0,0,4.8,2.0,54.5,24.2,7.0,5.9,24.9,87.0,48195.0,67.7,100.0
11150,ITA,Italy,Europe,High,2023-04-23,2023,4,16,41.87,12.56,60,7.48,-0.01,129.5,0,0,0,0,63.6,125.0,79.9,32.0,3.6,8.7,23.2,87.6,48195.0,71.9,97.5
11151,ITA,Italy,Europe,High,2023-04-30,2023,4,17,41.87,12.56,60,5.1,-0.36,120.3,0,0,0,0,17.0,4.0,52.5,27.5,0.0,16.5,14.3,87.6,48195.0,68.0,97.7
11152,ITA,Italy,Europe,High,2023-05-07,2023,5,18,41.87,12.56,60,8.55,0.34,140.0,1,0,0,1,23.5,36.0,64.9,33.9,1.3,14.8,17.1,89.9,48264.0,71.1,100.0
11153,ITA,Italy,Europe,High,2023-05-14,2023,5,19,41.87,12.56,60,4.88,-0.26,115.8,0,0,0,0,32.7,72.0,48.9,28.0,2.1,14.0,13.5,93.5,48264.0,70.8,98.9
11154,ITA,Italy,Europe,High,2023-05-21,2023,5,20,41.87,12.56,60,4.92,0.4,59.2,0,0,0,0,39.2,36.0,74.2,34.7,3.7,23.5,8.3,89.3,48264.0,67.0,100.0
11155,ITA,Italy,Europe,High,2023-05-28,2023,5,21,41.87,12.56,60,2.08,0.24,98.9,0,0,0,0,74.7,108.0,64.8,34.2,8.3,15.2,7.4,90.8,48264.0,70.1,94.2
11156,ITA,Italy,Europe,High,2023-06-04,2023,6,22,41.87,12.56,60,2.66,-0.31,95.7,0,0,0,0,30.9,38.0,51.3,26.2,8.4,9.8,0.0,86.6,48332.0,72.9,100.0
11157,ITA,Italy,Europe,High,2023-06-11,2023,6,23,41.87,12.56,60,4.04,1.01,123.2,0,0,0,0,31.0,25.0,68.3,37.5,1.1,34.1,13.7,89.0,48332.0,67.6,100.0
11158,ITA,Italy,Europe,High,2023-06-18,2023,6,24,41.87,12.56,60,1.94,-0.6,80.0,0,0,0,0,21.2,26.0,37.2,29.7,8.9,16.6,11.4,85.0,48332.0,73.1,100.0
11159,ITA,Italy,Europe,High,2023-06-25,2023,6,25,41.87,12.56,60,-2.32,-0.02,116.6,0,0,0,0,73.9,108.0,65.2,22.6,6.7,17.9,0.0,90.5,48332.0,71.5,100.0
11160,ITA,Italy,Europe,High,2023-07-02,2023,7,26,41.87,12.56,60,2.68,-0.82,106.8,0,0,0,0,34.5,35.0,48.4,25.0,5.9,15.5,2.3,91.6,48401.0,64.8,100.0
11161,ITA,Italy,Europe,High,2023-07-09,2023,7,27,41.87,12.56,60,1.01,0.32,73.4,0,0,0,0,39.8,48.0,56.5,28.2,8.0,12.2,0.0,86.6,48401.0,76.9,100.0
11162,ITA,Italy,Europe,High,2023-07-16,2023,7,28,41.87,12.56,60,-0.78,0.56,65.9,0,0,0,0,36.9,49.0,51.3,32.2,4.9,8.2,0.0,87.0,48401.0,68.1,98.4
11163,ITA,Italy,Europe,High,2023-07-23,2023,7,29,41.87,12.56,60,-3.27,0.1,104.3,0,0,0,0,19.9,31.0,46.9,35.0,6.3,16.6,0.0,86.0,48401.0,66.6,100.0
11164,ITA,Italy,Europe,High,2023-07-30,2023,7,30,41.87,12.56,60,-7.07,0.6,93.7,0,0,0,0,7.7,-15.0,68.8,42.3,4.1,20.9,0.0,86.7,48401.0,65.3,100.0
11165,ITA,Italy,Europe,High,2023-08-06,2023,8,31,41.87,12.56,60,-5.34,1.21,84.4,0,0,0,0,75.4,142.0,92.7,37.1,7.7,18.0,0.0,90.6,48470.0,76.0,100.0
11166,ITA,Italy,Europe,High,2023-08-13,2023,8,32,41.87,12.56,60,-3.54,0.11,23.1,0,0,0,0,27.2,68.0,67.4,33.2,3.8,22.3,0.0,85.7,48470.0,66.8,99.9
11167,ITA,Italy,Europe,High,2023-08-20,2023,8,33,41.87,12.56,60,-6.16,-0.36,33.8,0,0,0,0,16.8,24.0,58.8,23.9,5.5,10.8,0.0,91.4,48470.0,72.8,100.0
11168,ITA,Italy,Europe,High,2023-08-27,2023,8,34,41.87,12.56,60,-6.64,0.24,59.4,0,0,0,0,51.2,77.0,62.1,20.3,4.8,12.5,0.0,90.4,48470.0,74.8,93.5
11169,ITA,Italy,Europe,High,2023-09-03,2023,9,35,41.87,12.56,60,-6.89,-0.05,62.7,0,0,0,0,43.1,59.0,47.8,28.9,7.1,13.9,0.0,85.5,48539.0,63.4,96.6
11170,ITA,Italy,Europe,High,2023-09-10,2023,9,36,41.87,12.56,60,-10.69,0.08,63.0,0,0,0,0,61.2,91.0,66.1,26.5,10.9,14.8,0.0,85.0,48539.0,69.9,97.2
11171,ITA,Italy,Europe,High,2023-09-17,2023,9,37,41.87,12.56,60,-4.92,0.86,48.6,0,0,0,0,33.9,59.0,59.9,29.4,6.3,28.2,0.0,92.8,48539.0,73.3,100.0
11172,ITA,Italy,Europe,High,2023-09-24,2023,9,38,41.87,12.56,60,-11.08,-0.24,35.5,0,0,0,0,84.7,113.0,68.3,28.0,1.8,16.3,0.0,91.2,48539.0,64.2,100.0
11173,ITA,Italy,Europe,High,2023-10-01,2023,10,39,41.87,12.56,60,-7.92,-0.93,51.2,0,0,0,0,21.4,22.0,59.0,26.4,4.0,10.9,0.0,91.7,48608.0,72.4,100.0
11174,ITA,Italy,Europe,High,2023-10-08,2023,10,40,41.87,12.56,60,-9.05,-0.06,0.0,0,1,0,1,66.2,101.0,83.7,24.9,4.9,14.1,0.0,86.9,48608.0,62.5,81.3
11175,ITA,Italy,Europe,High,2023-10-15,2023,10,41,41.87,12.56,60,-6.94,0.23,94.1,0,0,0,0,65.0,72.0,79.9,30.2,4.3,17.6,0.0,88.2,48608.0,66.1,100.0
11176,ITA,Italy,Europe,High,2023-10-22,2023,10,42,41.87,12.56,60,-6.44,-0.05,5.6,0,0,0,0,75.9,122.0,73.8,33.1,5.9,18.5,0.0,88.3,48608.0,68.3,98.2
11177,ITA,Italy,Europe,High,2023-10-29,2023,10,43,41.87,12.56,60,-4.78,0.5,36.1,0,0,0,0,83.3,122.0,73.1,36.5,3.8,16.2,0.0,90.9,48608.0,68.1,100.0
11178,ITA,Italy,Europe,High,2023-11-05,2023,11,44,41.87,12.56,60,-8.09,-0.35,31.5,0,0,0,0,107.4,170.0,72.7,35.9,10.9,19.5,0.0,93.5,48677.0,70.5,100.0
11179,ITA,Italy,Europe,High,2023-11-12,2023,11,45,41.87,12.56,60,-4.96,0.35,67.7,0,0,0,0,87.4,126.0,82.2,33.2,2.4,12.3,0.0,88.3,48677.0,69.2,96.5
11180,ITA,Italy,Europe,High,2023-11-19,2023,11,46,41.87,12.56,60,-3.44,-0.17,34.1,0,0,0,0,18.0,28.0,64.0,24.9,4.9,11.6,0.0,90.6,48677.0,65.2,96.6
11181,ITA,Italy,Europe,High,2023-11-26,2023,11,47,41.87,12.56,60,-2.79,1.05,136.1,0,0,0,0,7.2,32.0,24.5,32.3,2.4,15.8,0.0,89.2,48677.0,64.8,100.0
11182,ITA,Italy,Europe,High,2023-12-03,2023,12,48,41.87,12.56,60,-0.47,0.01,72.5,0,0,0,0,48.8,82.0,44.6,36.9,0.9,15.6,0.0,86.0,48745.0,76.2,100.0
11183,ITA,Italy,Europe,High,2023-12-10,2023,12,49,41.87,12.56,60,-1.12,1.13,57.9,0,0,0,0,24.0,14.0,42.6,37.0,4.2,21.3,0.0,86.7,48745.0,60.0,99.8
11184,ITA,Italy,Europe,High,2023-12-17,2023,12,50,41.87,12.56,60,-1.52,-0.04,64.0,0,0,0,0,27.8,15.0,68.9,23.8,2.1,28.1,0.0,81.8,48745.0,65.8,100.0
11185,ITA,Italy,Europe,High,2023-12-24,2023,12,51,41.87,12.56,60,-6.33,-0.05,86.6,0,0,0,0,84.5,138.0,86.7,33.2,5.0,18.7,0.0,79.3,48745.0,78.5,100.0
11186,ITA,Italy,Europe,High,2023-12-31,2023,12,52,41.87,12.56,60,-2.97,0.47,40.9,0,0,0,0,51.8,84.0,73.2,33.8,2.9,3.3,0.0,82.4,48745.0,64.5,100.0
11187,ITA,Italy,Europe,High,2024-01-07,2024,1,1,41.87,12.56,60,1.0,0.71,81.8,0,0,0,0,63.7,80.0,74.3,32.1,5.2,11.1,8.5,94.0,48814.0,65.8,100.0
11188,ITA,Italy,Europe,High,2024-01-14,2024,1,2,41.87,12.56,60,0.86,0.01,65.8,0,0,0,0,72.7,123.0,84.7,38.5,0.7,17.2,0.2,85.9,48814.0,65.2,100.0
11189,ITA,Italy,Europe,High,2024-01-21,2024,1,3,41.87,12.56,60,6.05,0.55,63.7,1,0,0,1,47.0,48.0,73.7,38.6,5.5,23.9,11.2,87.7,48814.0,68.0,96.7
11190,ITA,Italy,Europe,High,2024-01-28,2024,1,4,41.87,12.56,60,4.01,0.26,51.7,0,0,0,0,81.2,126.0,72.1,25.9,8.7,28.1,19.0,89.3,48814.0,71.2,100.0
11191,ITA,Italy,Europe,High,2024-02-04,2024,2,5,41.87,12.56,60,2.91,0.52,138.3,0,0,0,0,0.0,-14.0,41.2,35.7,0.8,15.9,6.3,90.3,48883.0,66.2,100.0
11192,ITA,Italy,Europe,High,2024-02-11,2024,2,6,41.87,12.56,60,1.47,-0.14,117.9,0,0,0,0,74.4,117.0,72.2,23.1,6.3,18.7,9.0,93.2,48883.0,73.4,98.5
11193,ITA,Italy,Europe,High,2024-02-18,2024,2,7,41.87,12.56,60,5.98,0.12,142.2,0,0,0,0,35.8,79.0,49.5,32.4,3.7,14.6,9.6,89.4,48883.0,74.1,98.2
11194,ITA,Italy,Europe,High,2024-02-25,2024,2,8,41.87,12.56,60,8.92,-0.68,157.1,0,0,1,1,44.0,53.0,85.6,24.2,3.8,45.2,12.9,89.6,48883.0,68.8,91.2
11195,ITA,Italy,Europe,High,2024-03-03,2024,3,9,41.87,12.56,60,10.78,0.76,139.5,0,0,0,0,77.0,113.0,58.4,37.8,11.7,13.2,22.5,84.7,48952.0,73.3,95.6
11196,ITA,Italy,Europe,High,2024-03-10,2024,3,10,41.87,12.56,60,9.21,0.41,159.2,0,0,0,0,31.1,54.0,49.1,28.4,2.0,10.0,17.1,87.8,48952.0,74.3,92.7
11197,ITA,Italy,Europe,High,2024-03-17,2024,3,11,41.87,12.56,60,8.88,0.17,133.5,0,0,0,0,0.0,9.0,47.2,31.5,5.2,22.2,16.8,88.1,48952.0,74.3,100.0
11198,ITA,Italy,Europe,High,2024-03-24,2024,3,12,41.87,12.56,60,8.44,0.31,149.5,0,0,0,0,12.8,-1.0,60.6,30.1,7.3,13.0,17.8,86.6,48952.0,69.4,100.0
11199,ITA,Italy,Europe,High,2024-03-31,2024,3,13,41.87,12.56,60,9.67,-0.42,157.0,0,0,0,0,64.1,127.0,64.5,33.8,9.1,11.2,23.2,80.0,48952.0,73.6,88.8
11200,ITA,Italy,Europe,High,2024-04-07,2024,4,14,41.87,12.56,60,5.65,0.04,137.0,0,0,0,0,13.0,23.0,38.5,42.3,5.1,20.2,6.3,84.9,49021.0,74.9,100.0
11201,ITA,Italy,Europe,High,2024-04-14,2024,4,15,41.87,12.56,60,9.08,0.16,102.8,0,0,0,0,26.7,32.0,49.0,36.3,5.4,16.5,10.5,87.5,49021.0,71.9,97.0
11202,ITA,Italy,Europe,High,2024-04-21,2024,4,16,41.87,12.56,60,7.15,0.83,139.0,2,0,0,2,65.2,109.0,70.5,38.2,3.7,19.0,36.9,90.8,49021.0,72.6,100.0
11203,ITA,Italy,Europe,High,2024-04-28,2024,4,17,41.87,12.56,60,6.83,0.76,113.5,2,0,0,2,0.3,-22.0,58.1,32.9,7.3,10.4,30.4,89.6,49021.0,80.5,100.0
11204,ITA,Italy,Europe,High,2024-05-05,2024,5,18,41.87,12.56,60,7.96,1.12,132.6,2,0,0,2,39.7,73.0,59.7,34.8,7.1,21.8,40.0,88.7,49090.0,65.1,100.0
